,graph_name,code,internal_name,name,directory,data_source,availability,consistency_check,category,node_meaning,edge_meaning,network_format,edge_type,temporal_data,reciprocal,directed_cycles,loops,snapshot,dataset_timestamp,network_join,orientation,multiplicity,connectedness,txt_file_size,compressed_txt_file_size,zero_weights,skew_symmetry,complete,k_core,tournament,paths
311,edit-rowikiquote,qro,edit-rowikiquote,Wikiquote edits (ro),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
312,edit-hiwikiquote,qhi,edit-hiwikiquote,Wikiquote edits (hi),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
313,edit-mlwikiquote,qml,edit-mlwikiquote,Wikiquote edits (ml),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
314,edit-tumwiki,tum,edit-tumwiki,Wikipedia edits (tum),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
315,edit-bgwikinews,nbg,edit-bgwikinews,Wikinews edits (bg),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
316,wiki_talk_br,Tbr,wiki_talk_br,Wikipedia talk (br),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
317,edit-glwikibooks,bgl,edit-glwikibooks,Wikibooks edits (gl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
318,edit-fowiktionary,mfo,edit-fowiktionary,Wiktionary edits (fo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
319,edit-nnwikiquote,qnn,edit-nnwikiquote,Wikiquote edits (nn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
320,edit-yiwikisource,qyi,edit-yiwikisource,Wikiquote edits (yi),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
321,edit-mkwikisource,qmk,edit-mkwikisource,Wikiquote edits (mk),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
322,edit-guwiktionary,mgu,edit-guwiktionary,Wiktionary edits (gu),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
323,edit-nowikiquote,qno,edit-nowikiquote,Wikiquote edits (no),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
324,edit-mtwiktionary,mmt,edit-mtwiktionary,Wiktionary edits (mt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
325,opsahl-openflights,OF,opsahl-openflights,OpenFlights (Opsahl),,http://toreopsahl.com/datasets/#usairports,Dataset is available for download,Dataset passed all tests,Infrastructure network,Airport,Flight,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,2010,,,,,,,,,,,,
326,edit-eowikibooks,beo,edit-eowikibooks,Wikibooks edits (eo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
327,edit-sawikiquote,qsa,edit-sawikiquote,Wikiquote edits (sa),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
328,edit-mrwiktionary,mmr,edit-mrwiktionary,Wiktionary edits (mr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
329,edit-ukwikibooks,buk,edit-ukwikibooks,Wikibooks edits (uk),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
330,edit-glwikiquote,qgl,edit-glwikiquote,Wikiquote edits (gl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
331,p2p-Gnutella06,GN,p2p-Gnutella06,Gnutella (06),,http://snap.stanford.edu/data/p2p-Gnutella06.html,Dataset is available for download,Dataset passed all tests,Computer network,Host,Connection,"Unipartite, directed","Unweighted, no multiple edges",,Does not contain reciprocal edges,Contains directed cycles,Does not contain loops,,2002-08-06,,,,,,,,,,,,
332,edit-stwiki,st,edit-stwiki,Wikipedia edits (st),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
333,p2p-Gnutella05,GN,p2p-Gnutella05,Gnutella (05),,http://snap.stanford.edu/data/p2p-Gnutella05.html,Dataset is available for download,Dataset passed all tests,Computer network,Host,Connection,"Unipartite, directed","Unweighted, no multiple edges",,Does not contain reciprocal edges,Contains directed cycles,Does not contain loops,,2002-08-05,,,,,,,,,,,,
334,edit-ltwikibooks,blt,edit-ltwikibooks,Wikibooks edits (lt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
335,edit-tnwiki,tn,edit-tnwiki,Wikipedia edits (tn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
336,edit-hsbwiktionary,mhsb,edit-hsbwiktionary,Wiktionary edits (hsb),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
337,edit-thwikiquote,qth,edit-thwikiquote,Wikiquote edits (th),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
338,edit-ukwikivoyage,vuk,edit-ukwikivoyage,Wikivoyage edits (uk),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
339,edit-rowikivoyage,vro,edit-rowikivoyage,Wikivoyage edits (ro),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
340,edit-mrwikisource,qmr,edit-mrwikisource,Wikiquote edits (mr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
341,edit-lgwiki,lg,edit-lgwiki,Wikipedia edits (lg),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
342,edit-ffwiki,ff,edit-ffwiki,Wikipedia edits (ff),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
343,opsahl-usairport,AF,opsahl-usairport,US airports,,http://toreopsahl.com/datasets/#usairports,Dataset is available for download,Dataset passed all tests,Infrastructure network,Airport,Flight,"Unipartite, directed","Positive weights, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
344,edit-azwikibooks,baz,edit-azwikibooks,Wikibooks edits (az),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
345,edit-olowiki,olo,edit-olowiki,Wikipedia edits (olo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
346,edit-chywiki,chy,edit-chywiki,Wikipedia edits (chy),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
347,edit-nowikinews,nno,edit-nowikinews,Wikinews edits (no),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
348,edit-iswikibooks,bis,edit-iswikibooks,Wikibooks edits (is),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
349,edit-klwiktionary,mkl,edit-klwiktionary,Wiktionary edits (kl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
350,edit-urwiktionary,mur,edit-urwiktionary,Wiktionary edits (ur),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
351,ego-twitter,TL,ego-twitter,Twitter lists,,http://snap.stanford.edu/data/egonets-Twitter.html,Dataset is available for download,Dataset passed all tests,Online social network,User,Follow,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,2012,,,,,,,,,,,,
352,librec-ciaodvd-trust,CT,librec-ciaodvd-trust,CiaoDVD trust,,https://www.librec.net/datasets.html,Dataset is available for download,Dataset passed all tests,Online social network,User,Trust rating,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,Is a snapshot and likely to not contain all data,2013,,,,,,,,,,,,
353,sociopatterns-infectious,If,sociopatterns-infectious,Infectious,,http://www.sociopatterns.org/,Dataset is available for download,Dataset passed all tests,Human contact network,Visitor,Contact,"Unipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,Does not contain loops,,2009-07-15,,,,,,,,,,,,
354,edit-jamwiki,jam,edit-jamwiki,Wikipedia edits (jam),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
355,edit-svwikiquote,qsv,edit-svwikiquote,Wikiquote edits (sv),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
356,edit-dzwiki,dz,edit-dzwiki,Wikipedia edits (dz),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
357,edit-hrwikiquote,qhr,edit-hrwikiquote,Wikiquote edits (hr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
358,edit-tyvwiki,tyv,edit-tyvwiki,Wikipedia edits (tyv),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
359,edit-wowiktionary,mwo,edit-wowiktionary,Wiktionary edits (wo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
360,edit-dawikibooks,bda,edit-dawikibooks,Wikibooks edits (da),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
