,graph_name,directed,size,volume,n,m,unique_edge_count,loop_count,wedge_count,claw_count,cross_count,triangle_count,square_count,tour_count_4,maximum_degree,maximum_outdegree,maximum_indegree,average_degree,fill,average_edge_multiplicity,size_of_lcc,size_of_lscc,relative_size_of_lscc,diameter,percentile_effective_diameter_50,percentile_effective_diameter_90,median_distance,mean_distance,gini_coefficient,balanced_inequality_ratio,outdegree_balanced_inequality_ratio,indegree_balanced_inequality_ratio,relative_edge_distribution_entropy,power_law_exponent,tail_power_law_exponent,tail_power_law_exponent_with_p,p_value,degree_assortativity,degree_assortativity_p_value,clustering_coefficient,directed_clustering_coefficient,spectral_norm,operator_2_norm,cyclic_eigenvalue,reciprocity,non_bipartivity,normalized_non_bipartivity,algebraic_non_bipartivity,spectral_bipartite_frustration,relative_controllability,controllability,in_outdegree_correlation,outdegree_tail_power_law_exponent_with_p,indegree_p_value,indegree_tail_power_law_exponent_with_p,outdegree_p_value,algebraic_connectivity,spectral_separation,triadic_conflict,spectral_signed_frustration,algebraic_conflict,negativity,left_balanced_inequality_ratio,average_left_degree,right_size,left_size,maximum_right_degree,maximum_left_degree,right_balanced_inequality_ratio,right_tail_power_law_exponent_with_p,left_p_value,right_p_value,left_tail_power_law_exponent_with_p,average_right_degree
389,dimacs10-as-22july06,0,22963,48436,,,,0,12615661,6012695865,2783793490302,46873,3089604,75276348,2390,,,4.21861,0.000183721,,22963,,,11,3.21561,4.46821,4,3.73856,0.631878,0.265133,,,0.836172,2.43517,2.091,2.091,0.647,-0.198385,0.0,0.0111464,,71.613,,,,0.236971,0.0367054,0.0718609,0.00425856,0.71306,16374,,,,,,0.0506994,1.31057,,,,,,,,,,,,,,,,
390,edit-tswiki,0,2915,22812,,,8912,,904666,117156455,17856347033,,2315175,22163280,3338,,,15.6515,0.00667629,2.55969,2279,,,12,3.49584,5.66053,4,4.08789,0.844261,0.14374,,,0.802355,2.51065,1.911,1.911,0.0,-0.26843,6.451889999999999e-147,,,316.656,,,,,,,,0.620334,1745,,,,,,0.0202925,1.33366,,,,,0.108759,40.0914,2346,569,240,3338,0.17162,2.011,0.001,0.0,1.651,9.72379
391,edit-crwiki,0,3322,22700,,,9554,,627357,45525555,3824843026,,1546661,14907168,1332,,,13.6665,0.00376855,2.37597,2649,,,15,3.85462,6.33753,4,4.73954,0.801581,0.167181,,,0.831951,2.39224,1.861,1.861,0.0,-0.117696,8.029600000000001e-31,,,231.599,,,,,,,,0.539595,1758,,,,,,0.00923494,1.82118,,,,,0.120837,19.1077,2134,1188,248,1332,0.163392,1.861,0.0,0.0,1.851,10.6373
392,edit-dtywiki,0,5803,22875,,,12126,,11611331,11089452028,9350274736102,,2769298,68623960,4353,,,7.88385,0.012591,1.88644,5772,,,8,1.83634,3.75602,2,2.78919,0.745546,0.214273,,,0.704489,2.53931,4.141,4.141,0.0,-0.128152,1.42904e-45,,,305.407,,,,,,,,0.967937,5615,,,,,,0.139217,1.4632,,,,,0.0618142,133.772,5632,171,215,4353,0.313399,5.681,0.558,0.104,1.461,4.06161
393,edit-cswikibooks,0,4918,22552,,,9273,,2149893,680208069,188867505312,,413246,11939470,2395,,,9.17121,0.0028435,2.43201,4602,,,11,3.50066,5.40603,4,4.02297,0.762554,0.202044,,,0.803522,2.5858,2.711,2.711,0.0,-0.145835,2.98514e-45,,,380.87,,,,,,,,0.727891,3531,,,,,,0.0422478,1.45793,,,,,0.112717,28.5468,4128,790,373,2395,0.275364,3.831,0.272,0.287,1.851,5.46318
394,edit-hawiki,0,4286,23338,,,9911,,1330759,316248271,82444777178,,1857755,20209254,3929,,,10.8903,0.00365711,2.35476,3494,,,13,3.77752,5.77465,4,4.39285,0.853305,0.131202,,,0.798576,3.00023,2.361,2.361,0.82,-0.341017,2.2677299999999996e-268,,,970.521,,,,,,,,0.663347,2731,,,,,,0.0282816,4.33112,,,,,0.102622,30.2698,3515,771,808,3929,0.160811,6.701,0.0,0.947,1.721,6.63954
395,edit-hewikinews,0,4946,23441,,,9673,,2798399,1201906534,443420177485,,305738,13676154,5427,,,9.47877,0.00390185,2.42334,4624,,,13,3.3939,4.843,4,3.78359,0.757768,0.208502,,,0.791838,2.66876,2.511,2.511,0.0,-0.20283,2.3909600000000003e-90,,,715.903,,,,,,,,0.806779,3975,,,,,,0.0182829,2.28809,,,,,0.103835,41.4152,4380,566,1000,5427,0.299561,3.051,0.744,0.006,1.671,5.35183
396,edit-orwikisource,0,9102,23164,,,12676,,8519285,7600186467,6101127936658,,389166,37221572,6506,,,5.08987,0.00441761,1.82739,8960,,,10,3.47356,5.18802,4,3.91452,0.725899,0.218162,,,0.740523,4.27561,3.331,3.331,0.0,-0.114276,4.1012500000000003e-38,,,263.205,,,,,,,,0.936947,8470,,,,,,0.0626065,1.65757,,,,,0.108962,70.8379,8775,327,188,6506,0.326455,4.051,0.665,0.0,1.571,2.63977
397,edit-kawikiquote,0,4140,23721,,,9407,,2264037,615176446,149637165297,,1311099,19572342,6189,,,11.4594,0.00666277,2.52163,3912,,,11,3.38614,4.94387,4,3.77029,0.841881,0.148771,,,0.770119,2.79386,2.011,2.011,0.0,-0.32709,2.0264099999999997e-233,,,1192.64,,,,,,,,0.826825,3409,,,,,,0.0341384,5.02345,,,,,0.0961174,63.256,3765,375,1104,6189,0.201762,2.091,0.845,0.0,1.611,6.3004
398,edit-pnbwiktionary,0,10310,23901,,,19244,,34305175,57901824033,83216563068658,,8182168,202728920,8630,,,4.63647,0.0137091,1.242,10129,,,12,1.9672,3.8137,2,2.99251,0.695569,0.233923,,,0.67891,3.10936,2.911,2.911,0.0,-0.357745,0.0,,,195.125,,,,,,,,0.973784,10029,,,,,,0.00422166,2.29657,,,,,0.0646835,173.196,10172,138,160,8630,0.350906,3.001,0.022,0.0,1.571,2.34969
399,edit-elwikiversity,0,4714,23644,,,8471,,2104913,626385721,158473773305,,316038,10976674,3766,,,10.0314,0.00328356,2.79117,4358,,,10,3.44938,4.83998,4,3.87022,0.797506,0.182076,,,0.786573,2.88076,2.501,2.501,0.031,-0.24125,1.9044499999999998e-112,,,353.854,,,,,,,,0.779607,3647,,,,,,0.0693724,1.11587,,,,,0.0964727,37.4114,4082,632,509,3766,0.250761,3.221,0.187,0.057,1.821,5.79226
400,edit-viwikivoyage,0,3973,25348,,,11875,,6851375,3649932430,1608136986473,,6897252,82613954,6777,,,12.7601,0.00890774,2.13457,3640,,,10,2.07982,3.9296,3,3.05653,0.773045,0.208774,,,0.73908,2.08905,3.401,3.401,0.0,-0.180199,3.1647e-87,,,254.86,,,,,,,,0.829531,3163,,,,,,0.0823328,1.68825,,,,,0.0583083,68.5081,3603,370,376,6777,0.289609,5.451,0.256,0.193,1.751,7.03525
401,edit-ugwiktionary,0,3826,25269,,,12229,,5724095,2626296462,1085987729917,,6462958,74624822,4805,,,13.2091,0.0171056,2.06632,3586,,,14,1.91497,3.87111,2,2.9859,0.782405,0.193795,,,0.738449,2.23982,1.791,1.791,0.0,-0.376728,0.0,,,240.555,,,,,,,,0.897745,3424,,,,,,0.0154434,1.09066,,,,,0.0696901,128.269,3629,197,92,4805,0.261308,1.811,0.002,0.0,1.561,6.96308
402,as-caida20071105,0,26475,53381,,,,0,14906270,7839606991,3916793044776,36365,2287349,78030634,2628,,,4.03256,0.000152321,,26475,,,17,3.40707,4.63696,4,3.91247,0.628058,0.268963,,,0.838051,2.50865,2.091,2.091,0.733,-0.194646,0.0,0.00731873,,69.6434,,,,0.190767,0.0112098,0.0204518,0.00126792,0.722455,19127,,,,,,0.0204368,1.23574,,,,,,,,,,,,,,,,
403,edit-bewikisource,0,10087,25040,,,16112,,25381841,38929362055,50250334184553,,3465705,129319692,9108,,,4.96481,0.00662914,1.55412,9884,,,12,3.1527,3.93089,4,3.31318,0.697161,0.23746,,,0.689509,3.69065,3.671,3.671,0.0,-0.322421,0.0,,,164.518,,,,,,,,0.954518,9612,,,,,,0.0168497,1.15024,,,,,0.061861,101.377,9840,247,172,9108,0.344888,6.431,0.355,0.595,1.631,2.54472
404,edit-anwiktionary,0,6101,25735,,,14275,,9130103,5914118472,3165330941061,,4623120,73559286,4200,,,8.43632,0.0081511,1.8028,5793,,,14,3.22903,5.59063,4,3.65406,0.769685,0.202662,,,0.735813,2.53831,2.851,2.851,0.0,-0.300769,2.96145e-296,,,199.453,,,,,,,,0.904355,5503,,,,,,0.0160517,1.40764,,,,,0.0708374,85.2152,5799,302,164,4200,0.290849,8.991,0.003,0.723,1.611,4.43783
405,edit-idwikisource,0,10063,25631,,,13262,,7284904,5300738320,3447158269504,,435713,32672212,6465,,,5.09411,0.00275275,1.93266,8539,,,13,3.48498,5.30151,4,3.97123,0.744561,0.20918,,,0.753518,3.89099,3.071,3.071,0.0,-0.119181,3.716130000000001e-43,,,610.001,,,,,,,,0.896056,8043,,,,,,0.029002,3.21554,,,,,0.0801763,50.8552,9559,504,611,6465,0.307947,3.561,0.263,0.002,1.701,2.68135
406,soc-sign-bitcoinalpha,1,3783,24186,,,,0,851958,282238264,39076718662,22153,615962,8363776,888,490,398,12.7867,0.00169046,,3775,3235,0.855141,10,3.18239,4.42437,4,3.68888,0.703513,0.221988,0.225544,0.228686,0.861907,1.92411,2.091,2.091,0.0,-0.168516,5.6329300000000004e-179,0.0780074,0.0717946,215.586,126.098,93.4169,0.832052,0.516941,0.0398523,0.0728702,0.00243524,0.480307,1817,0.917288,2.121,0.0,2.231,0.006,0.253239,1.3738,0.143562,0.00477195,0.140284,0.0635078,,,,,,,,,,,,
407,edit-trwikibooks,0,7395,25452,,,12504,,5169583,2214983477,779598807566,,1427123,32127692,3001,,,6.88357,0.0024234,2.03551,6802,,,11,3.46305,5.05786,4,3.92995,0.75845,0.203697,,,0.767932,2.99758,1.861,1.861,0.236,-0.175147,1.05896e-86,,,385.723,,,,,,,,0.815217,5925,,,,,,0.032982,1.48522,,,,,0.0950416,32.6308,6615,780,327,3001,0.293219,4.051,0.606,0.109,1.731,3.84762
408,edit-iawiktionary,0,7645,25707,,,15874,,14649607,17421620125,18677779402294,,3092249,83369484,5809,,,6.72518,0.00797188,1.61944,7295,,,13,3.07606,3.96944,4,3.24798,0.747621,0.210857,,,0.729337,2.64552,2.801,2.801,0.0,-0.378619,0.0,,,301.491,,,,,,,,0.931586,7108,,,,,,0.0143037,1.90641,,,,,0.0834792,95.2111,7375,270,180,5809,0.311977,3.631,0.036,0.0,1.561,3.48569
409,edit-rowikinews,0,7741,26566,,,14996,,8683062,6577184989,4413335750515,,1609872,47658540,3968,,,6.86371,0.00405161,1.77154,7353,,,11,3.37717,5.36699,4,3.78726,0.756561,0.210758,,,0.757481,2.76595,3.251,3.251,0.0,-0.180065,1.7420500000000001e-109,,,2121.01,,,,,,,,0.883394,6788,,,,,,0.0309164,7.16433,,,,,0.0777686,51.8867,7229,512,2128,3968,0.303734,4.161,0.0,0.762,1.701,3.67492
410,edit-biwiki,0,3646,26344,,,11802,,1103350,98626090,8899005539,,3848582,35231096,2337,,,14.4509,0.00491396,2.23216,2427,,,14,3.86942,5.79613,4,4.52684,0.82008,0.165047,,,0.817259,2.2353,2.541,2.541,0.048,0.0711414,1.01332e-14,,,254.066,,,,,,,,0.494491,1526,,,,,,0.0237322,2.17659,,,,,0.101579,30.5261,2783,863,227,2337,0.181142,5.551,0.0,0.314,1.731,9.46604
411,edit-gotwiki,0,3939,26259,,,10885,,1395079,250950061,47160771648,,1710357,19297166,3110,,,13.3328,0.00470158,2.4124,3250,,,12,3.55242,5.75385,4,4.18368,0.835423,0.151681,,,0.807132,2.51047,1.911,1.911,0.0,-0.239027,2.9830700000000003e-141,,,256.422,,,,,,,,0.645576,2510,,,,,,0.0386705,1.14229,,,,,0.103812,36.5216,3220,719,258,3110,0.193077,1.981,0.0,0.0,1.691,8.15497
412,edit-ikwiki,0,2836,26843,,,11165,,1708625,287414090,46584257365,,4733283,44729458,2818,,,18.9302,0.00842552,2.40421,2174,,,13,3.49036,5.5312,4,4.01673,0.812377,0.179749,,,0.804119,2.06761,2.471,2.471,0.0,-0.151708,1.7936000000000003e-58,,,259.391,,,,,,,,0.589072,1574,,,,,,0.0278388,1.28893,,,,,0.0923146,45.4966,2246,590,277,2818,0.206572,3.461,0.003,0.001,1.671,11.9515
413,edit-zuwiki,0,4531,26511,,,12839,,1753217,340474459,66630972068,,2720713,28812550,2116,,,11.7021,0.00380653,2.06488,3528,,,12,3.67533,5.73022,4,4.28212,0.822648,0.162272,,,0.811357,2.39382,1.861,1.861,0.0,-0.208194,1.01637e-125,,,230.313,,,,,,,,0.599906,2549,,,,,,0.0258496,1.85079,,,,,0.108332,28.2332,3592,939,228,2116,0.191845,1.911,0.003,0.0,1.721,7.38057
414,edit-eowikisource,0,7681,26697,,,11829,,5672708,3141149068,1482515022755,,366939,25669494,5900,,,6.95144,0.00340243,2.25691,7372,,,10,3.42341,4.47988,4,3.78518,0.758121,0.20433,,,0.754589,3.63311,2.961,2.961,0.0,-0.191198,8.69763e-98,,,334.135,,,,,,,,0.907134,6955,,,,,,0.0482235,1.24216,,,,,0.0827434,55.2733,7198,483,328,5900,0.29685,4.171,0.724,0.165,1.611,3.70895
415,edit-simplewikiquote,0,6366,27042,,,12552,,3782622,1424889954,491621668983,,794497,21513780,5260,,,8.49576,0.00494962,2.1544,6227,,,12,3.40292,3.93894,4,3.72896,0.825845,0.149656,,,0.767615,3.25381,2.171,2.171,0.0,-0.288093,1.85447e-238,,,397.261,,,,,,,,0.884464,5619,,,,,,0.0876451,2.49288,,,,,0.100695,63.3302,5939,427,1072,5260,0.214148,2.271,0.96,0.0,1.571,4.55329
416,edit-slwikiquote,0,5297,27934,,,15972,,8218751,4205384268,1834879909450,,6120691,81890576,3901,,,10.5471,0.00937416,1.74894,5058,,,11,3.19078,3.90128,4,3.32151,0.779147,0.191577,,,0.750869,2.20595,2.041,2.041,0.0,-0.292606,8.6593500001e-313,,,239.508,,,,,,,,0.872469,4611,,,,,,0.0210958,1.77649,,,,,0.0741748,81.2035,4953,344,199,3901,0.274003,8.791,0.047,0.752,1.581,5.63981
417,edit-huwikinews,0,5541,27265,,,10545,,3513436,1450627593,582607168588,,625234,19084182,8176,,,9.84118,0.00634891,2.58559,5367,,,11,3.41737,4.83198,4,3.78327,0.742824,0.218907,,,0.766504,2.78897,3.011,3.011,0.0,-0.207667,4.456959999999999e-103,,,1444.0,,,,,,,,0.889451,4924,,,,,,0.0864619,1.75581,,,,,0.0856043,85.739,5223,318,1448,8176,0.31645,4.071,0.002,0.605,1.681,5.22018
418,edit-slwikiversity,0,3447,27076,,,6012,,790631,137878586,19682771059,,409437,6457824,3215,,,15.7099,0.0022511,4.50366,3224,,,12,3.93406,5.77829,4,4.47155,0.693168,0.239289,,,0.828865,2.61097,1.991,1.991,0.132,-0.340959,1.5643199999999998e-163,,,395.753,,,,,,,,0.484146,1649,,,,,,0.0246351,1.03588,,,,,0.208857,23.0238,2271,1176,483,3215,0.235633,1.981,0.0,0.0,2.521,11.9225
419,edit-smwiki,0,3364,28469,,,12023,,1211761,114529781,11447689174,,4351173,39687882,2340,,,16.9257,0.00681537,2.36788,2703,,,14,3.68757,5.74785,4,4.34001,0.856255,0.126717,,,0.803922,2.39461,2.471,2.471,0.001,-0.161943,1.9083e-71,,,303.557,,,,,,,,0.626347,2035,,,,,,0.0276549,2.37915,,,,,0.106783,43.7985,2714,650,230,2340,0.146861,1.961,0.0,0.0,1.611,10.4897
420,edit-ltgwiki,0,3158,28951,,,14447,,3340179,854972279,202170075015,,5533146,57680046,3095,,,18.335,0.010996,2.00395,2804,,,12,3.14652,5.39282,4,3.60871,0.797866,0.184812,,,0.800706,1.87781,2.671,2.671,0.0,-0.205476,1.5845599999999999e-137,,,282.153,,,,,,,,0.70828,2224,,,,,,0.0235048,1.31297,,,,,0.0991676,58.7241,2665,493,400,3095,0.249698,7.821,0.001,0.305,1.601,10.8634
421,p2p-Gnutella25,1,22687,54705,,,,0,533121,2358958,10118599,806,13517,2350030,66,64,36,4.82259,0.00010629,,22663,5153,0.227134,11,5.14093,6.54847,6,5.61542,0.541804,0.270259,0.458496,0.338086,0.948837,1.99394,7.121,7.121,0.129,-0.172839,0.0,0.00453556,0.00420065,10.92,8.54271,3.40293,0.0,0.148457,0.0283546,0.0547391,0.00283527,0.726319,16478,0.255514,2.851,0.587,5.221,0.682,0.0547997,1.17434,,,,,,,,,,,,,,,,
422,wikilens-ratings,0,5437,26937,,,,,6316744,1796063698,540054945973,,6558573,77798334,1721,,,9.90877,0.0161669,,5416,,,9,3.24934,3.87723,4,3.41053,0.770079,0.193359,,,0.810709,1.86094,2.201,2.201,0.052,-0.274528,0.0,,,36.1567,,,,,,,,0.881552,4793,,,,,,0.00463983,1.16754,,0.00481606,0.19154,0.437465,0.204774,82.6288,5111,326,80,1721,0.267736,3.601,0.0,0.009,1.711,5.2704
423,advogato,1,6541,51127,,,,3992,3197651,466990179,71381614071,98300,3571636,41442262,943,786,722,15.6328,0.00119571,,5042,3140,0.480049,9,2.73057,3.81814,3,3.28799,0.690622,0.2285,0.225771,0.225634,0.88872,1.68319,3.041,3.041,0.019,-0.0950946,3.11187e-157,0.0922239,0.12356,75.5579,48.0845,26.4585,0.385159,0.603415,0.130758,0.194738,0.00293684,0.15874,1038,0.689148,3.141,0.583,3.121,0.05,0.0928306,1.64531,,,,,,,,,,,,,,,,
424,edit-sswiki,0,2752,29222,,,11148,,1202424,123212909,12757226144,,4219590,38589744,2418,,,21.2369,0.00767515,2.62128,2296,,,14,3.61339,5.7247,4,4.24734,0.835107,0.155465,,,0.809331,2.17446,2.511,2.511,0.0,-0.056619,2.2014700000000003e-09,,,297.685,,,,,,,,0.568972,1555,,,,,,0.0144051,1.99381,,,,,0.0853467,41.0421,2040,712,320,2418,0.170488,4.571,0.0,0.0,1.721,14.3245
425,edit-towiki,0,5581,29298,,,13317,,8474302,9838065480,9457681693133,,3069407,58495866,10668,,,10.4992,0.00421126,2.20005,5025,,,13,1.84559,4.29239,2,2.94937,0.820451,0.164841,,,0.752621,3.07643,2.111,2.111,0.0,-0.50125,0.0,,,304.834,,,,,,,,0.782296,4348,,,,,,0.0216166,1.65978,,,,,0.0896648,45.7781,4941,640,197,10668,0.223735,2.221,0.082,0.0,1.671,5.92957
426,wiki_talk_nds,1,23132,27432,,,24668,1525,254797256,1922100442042,10855404680187870,739,95989,1020005236,22612,22563,962,2.37178,4.6100700000000004e-05,1.11205,23050,155,0.00670067,6,1.51143,1.92069,2,2.02514,0.576368,0.29513,0.0440362,0.454579,0.595034,24.2517,4.461,4.461,0.0,-0.879405,0.0,8.70104e-06,0.00150622,794.828,402.071,391.973,0.0250122,0.810433,0.00785682,0.017531,0.00206278,0.978774,22641,0.546548,2.401,0.0,4.691,0.0,0.23855,1.88661,,,,,,,,,,,,,,,,
427,edit-chrwiki,0,4273,29664,,,13542,,1863783,299584922,48470243197,,3991489,39419008,1799,,,13.8844,0.00459772,2.19052,3615,,,12,3.58969,5.64318,4,4.17847,0.847539,0.138484,,,0.801019,2.44271,1.881,1.881,0.0,-0.212577,3.5436200000000005e-138,,,267.741,,,,,,,,0.626958,2642,,,,,,0.0227454,2.35617,,,,,0.0966154,34.3333,3409,864,298,1799,0.170341,5.051,0.0,0.609,1.701,8.70167
428,edit-bmwiki,0,3040,29856,,,12136,,1215536,108016821,9402985233,,4984198,44768272,2562,,,19.6421,0.00686724,2.46012,2295,,,14,3.73534,5.85274,4,4.42495,0.839249,0.15141,,,0.811431,2.19396,1.771,1.771,0.0,-0.0182,0.0449694,,,295.971,,,,,,,,0.509932,1489,,,,,,0.0222397,2.31166,,,,,0.0953242,38.1303,2257,783,242,2562,0.162346,1.801,0.0,0.0,1.691,13.2282
429,edit-csbwiktionary,0,2763,29959,,,13966,,6433124,2457675126,776548336055,,13729154,135597704,5222,,,21.6858,0.0235997,2.14514,2524,,,13,1.95147,4.84549,2,3.16175,0.728041,0.232301,,,0.761266,1.73377,3.671,3.671,0.0,0.159338,4.4355e-80,,,275.378,,,,,,,,0.834363,2297,,,,,,0.0130895,1.54305,,,,,0.061484,128.03,2529,234,84,5222,0.317467,8.991,0.004,0.0,1.611,11.8462
430,edit-pntwiki,0,2478,30942,,,12752,,1484352,144386197,13228829465,,6352484,56804168,2844,,,24.9734,0.0116539,2.42644,1894,,,12,3.4524,5.7513,4,4.08552,0.827772,0.166279,,,0.815016,1.94899,2.501,2.501,0.0,0.0450477,3.5978599999999996e-07,,,294.482,,,,,,,,0.559135,1319,,,,,,0.0474295,1.312,,,,,0.094661,53.8122,1903,575,468,2844,0.199147,4.531,0.0,0.001,1.621,16.2596
431,edit-nowikibooks,0,4821,29595,,,7214,,937692,176097231,29659558962,,131185,4820316,8269,,,12.2775,0.00253701,4.10244,4273,,,16,3.86682,6.3789,4,4.86001,0.803553,0.171279,,,0.828523,3.02142,2.361,2.361,0.202,-0.200068,4.96638e-66,,,794.119,,,,,,,,0.730077,3408,,,,,,0.0208834,1.64966,,,,,0.146477,43.016,4133,688,502,8269,0.221963,3.261,0.021,0.796,2.031,7.16066
432,edit-tcywiki,0,3884,30401,,,11592,,2707663,807134041,202238158366,,2053754,27293148,4149,,,15.6545,0.00315247,2.62258,3823,,,8,3.14491,4.61368,4,3.59917,0.713603,0.233364,,,0.811452,2.06849,2.021,2.021,0.798,-0.40585,0.0,,,264.661,,,,,,,,0.742968,2879,,,,,,0.19648,1.01529,,,,,0.125588,18.5939,2249,1635,750,4149,0.270616,2.411,0.495,0.272,2.001,13.5176
433,edit-svwikibooks,0,7094,30924,,,12321,,3023661,973740776,270132779223,,401801,15340662,3053,,,8.71835,0.00204063,2.50986,6620,,,12,3.5491,4.92752,4,4.04097,0.788226,0.184549,,,0.803073,2.86595,2.581,2.581,0.0,-0.182198,1.93504e-92,,,376.689,,,,,,,,0.764051,5356,,,,,,0.0276239,1.11575,,,,,0.107619,31.2679,6105,989,550,3053,0.255077,2.901,0.433,0.0,1.811,5.06536
434,openflights,1,3425,67663,,,37595,1,1221697,383135844,29224814720,101117,4243727,38875116,1826,915,911,39.5112,0.00320486,1.79979,3397,3354,0.97927,13,3.53975,5.39508,4,4.19298,0.781382,0.17933,0.179685,0.175443,0.863738,1.71588,1.741,1.741,0.0,-0.00645552,0.205214,0.248303,0.249277,353.415,176.748,176.668,0.975582,0.656663,0.0321635,0.0553567,0.00122229,0.346277,1186,0.995878,1.721,0.0,1.721,0.0,0.04736,1.22261,,,,,,,,,,,,,,,,
435,edit-pihwiki,0,3152,32283,,,13322,,1518800,156714589,16980089410,,6977484,61928848,3510,,,20.4841,0.00778548,2.42328,2605,,,13,3.61784,5.56237,4,4.20444,0.85716,0.133182,,,0.80111,2.28224,1.811,1.811,0.0,-0.128517,3.609e-50,,,346.644,,,,,,,,0.595506,1855,,,,,,0.0240137,2.83053,,,,,0.0920608,46.3171,2455,697,254,3510,0.145742,1.881,0.0,0.0,1.641,13.1499
436,edit-nsowiki,0,9785,32788,,,17558,,22032043,30810449653,36105351527815,,4647211,125381444,9360,,,6.70169,0.00527347,1.86741,9148,,,13,3.08932,3.86155,4,3.16464,0.742478,0.201278,,,0.703266,3.6133,2.281,2.281,0.0,-0.530394,0.0,,,229.116,,,,,,,,0.930242,8748,,,,,,0.0357507,1.20495,,,,,0.0648408,92.8839,9432,353,96,9360,0.319965,2.331,0.11,0.0,1.491,3.47625
437,edit-elwikibooks,0,4953,30846,,,7144,,1277173,411836532,124386638131,,136177,6212668,4533,,,12.4555,0.00150064,4.31775,4274,,,13,4.17491,5.85842,5,4.64927,0.828008,0.15579,,,0.80876,3.45772,2.231,2.231,0.0,-0.328521,2.1863000000000002e-179,,,823.403,,,,,,,,0.774763,3598,,,,,,0.0251138,2.01162,,,,,0.219186,23.6368,3648,1305,3295,4533,0.145335,2.691,0.0,0.0,2.711,8.45559
438,edit-iuwiki,0,3586,32761,,,14110,,1964580,300930918,47456860419,,5907516,55159660,2776,,,18.2716,0.00652584,2.32183,2969,,,12,3.42143,5.15853,4,3.9048,0.852427,0.139037,,,0.801362,2.19959,1.771,1.771,0.0,-0.214112,5.37776e-146,,,326.552,,,,,,,,0.598972,2097,,,,,,0.0558143,1.19179,,,,,0.0885199,42.7132,2819,767,346,2776,0.154757,1.811,0.0,0.0,1.671,11.6215
439,opsahl-collaboration,0,38741,58595,,,,,353433,2249330,23225877,,70549,2095390,116,,,3.02496,0.000159129,,33326,,,36,12.0466,16.8608,13,12.8307,0.390429,0.357053,,,0.965644,2.24482,2.811,2.811,0.0,-0.129318,6.81659e-217,,,11.6849,,,,,,,,0.348649,13507,,,,,,0.0052027,1.02769,,,,,0.287635,3.50323,22015,16726,18,116,0.393976,4.261,0.0,0.0,3.501,2.66159
440,edit-fiwikiversity,0,4396,31157,,,6844,,175984,6830790,264700624,,42943,1062032,1136,,,14.1752,0.00168268,4.55245,3732,,,17,5.45253,7.68138,6,5.99739,0.696457,0.230975,,,0.900464,2.51524,2.451,2.451,0.11,-0.236808,7.33663e-88,,,529.576,,,,,,,,0.511723,2117,,,,,,0.0114528,2.55567,,,,,0.220753,23.5325,3072,1324,505,1136,0.214109,2.581,0.046,0.0,2.331,10.1423
441,edit-eewiki,0,3343,33264,,,13606,,1545170,160156502,17000648420,,6404384,57446828,3295,,,19.9007,0.00700957,2.4448,2736,,,14,3.69446,5.80162,4,4.36893,0.848828,0.140888,,,0.803485,2.2453,1.791,1.791,0.0,-0.149212,1.4018100000000002e-68,,,345.076,,,,,,,,0.589091,1944,,,,,,0.00764157,2.48322,,,,,0.095689,44.4706,2595,748,216,3295,0.151696,1.841,0.0,0.0,1.661,12.8185
442,edit-ukwikinews,0,6964,32800,,,19400,,5701828,1965887009,661341201264,,3700338,52456052,2979,,,9.41987,0.00454001,1.69072,6657,,,11,3.41225,4.60704,4,3.78184,0.746256,0.214802,,,0.79293,2.16285,2.701,2.701,0.0,-0.130894,7.00065e-75,,,351.669,,,,,,,,0.837947,5812,,,,,,0.0356056,1.58043,,,,,0.0969817,48.2353,6284,680,1038,2979,0.300762,4.111,0.082,0.0,1.591,5.21961
443,opsahl-ucforum,0,1421,33720,,,7089,,174069,2807597,50117282,,76095,1322222,1792,,,47.4595,0.0151062,4.75667,1417,,,8,3.12695,4.40238,4,3.60528,0.6819,0.242067,,,0.926953,1.58463,3.301,3.301,0.393,-0.092975,4.3725500000000004e-15,,,370.755,,,,,,,,0.272343,387,,,,,,0.375203,1.5833,,,,,0.209342,37.5083,522,899,942,1792,0.264116,3.031,0.923,0.229,3.851,64.5977
444,edit-viwikibooks,0,9144,32618,,,13242,,8188559,7943142061,6654471419800,,608367,37667608,7606,,,7.1343,0.00127816,2.46322,7938,,,11,3.33933,4.85392,4,3.73831,0.788543,0.180361,,,0.769624,3.58355,2.221,2.221,0.531,-0.327018,0.0,,,479.752,,,,,,,,0.823571,6946,,,,,,0.0520697,1.09347,,,,,0.102551,24.6174,7819,1325,437,7606,0.248697,2.411,0.0,0.004,1.931,4.17163
445,edit-svwikinews,0,9105,34241,,,16085,,9131710,8217892978,6900289567148,,898195,43746766,11118,,,7.52136,0.00368991,2.12875,8741,,,12,3.37488,4.81318,4,3.80095,0.790166,0.184851,,,0.760425,3.14793,2.601,2.601,0.0,-0.152786,1.32664e-84,,,2119.09,,,,,,,,0.896411,8117,,,,,,0.009641,2.72984,,,,,0.083584,67.5365,8598,507,2138,11118,0.275839,4.401,0.797,0.072,1.601,3.98244
