graph_name,name,code,n,m,konect_url,data_url
edit-cawikibooks,Wikibooks edits (ca),bca,8052,49287,http://konect.cc/networks/edit-cawikibooks/,http://konect.cc/files/download.tsv.edit-cawikibooks.tar.bz2
wikipedia_link_gag,Wikipedia links (gag),Wgag,2929,118603,http://konect.cc/networks/wikipedia_link_gag/,http://konect.cc/files/download.tsv.wikipedia_link_gag.tar.bz2
wikipedia_link_lo,Wikipedia links (lo),Wlo,3811,132837,http://konect.cc/networks/wikipedia_link_lo/,http://konect.cc/files/download.tsv.wikipedia_link_lo.tar.bz2
edit-fiwikinews,Wikinews edits (fi),nfi,6866,49470,http://konect.cc/networks/edit-fiwikinews/,http://konect.cc/files/download.tsv.edit-fiwikinews.tar.bz2
edit-nlwikinews,Wikinews edits (nl),nnl,8000,50296,http://konect.cc/networks/edit-nlwikinews/,http://konect.cc/files/download.tsv.edit-nlwikinews.tar.bz2
edit-arwikiversity,Wikiversity edits (ar),yar,18752,50405,http://konect.cc/networks/edit-arwikiversity/,http://konect.cc/files/download.tsv.edit-arwikiversity.tar.bz2
dblp-cite,DBLP,Pi,12590,49759,http://konect.cc/networks/dblp-cite/,http://konect.cc/files/download.tsv.dblp-cite.tar.bz2
edit-vecwikisource,Wikiquote edits (vec),qvec,12202,53354,http://konect.cc/networks/edit-vecwikisource/,http://konect.cc/files/download.tsv.edit-vecwikisource.tar.bz2
edit-tetwiki,Wikipedia edits (tet),tet,4623,53419,http://konect.cc/networks/edit-tetwiki/,http://konect.cc/files/download.tsv.edit-tetwiki.tar.bz2
edit-bjnwiki,Wikipedia edits (bjn),bjn,12801,53330,http://konect.cc/networks/edit-bjnwiki/,http://konect.cc/files/download.tsv.edit-bjnwiki.tar.bz2
edit-igwiki,Wikipedia edits (ig),ig,5978,53741,http://konect.cc/networks/edit-igwiki/,http://konect.cc/files/download.tsv.edit-igwiki.tar.bz2
wikipedia_link_am,Wikipedia links (am),Wam,20943,105746,http://konect.cc/networks/wikipedia_link_am/,http://konect.cc/files/download.tsv.wikipedia_link_am.tar.bz2
wikipedia_link_mi,Wikipedia links (mi),Wmi,7996,116464,http://konect.cc/networks/wikipedia_link_mi/,http://konect.cc/files/download.tsv.wikipedia_link_mi.tar.bz2
edit-ltwikiquote,Wikiquote edits (lt),qlt,6008,54892,http://konect.cc/networks/edit-ltwikiquote/,http://konect.cc/files/download.tsv.edit-ltwikiquote.tar.bz2
wikipedia_link_so,Wikipedia links (so),Wso,7439,125060,http://konect.cc/networks/wikipedia_link_so/,http://konect.cc/files/download.tsv.wikipedia_link_so.tar.bz2
edit-gagwiki,Wikipedia edits (gag),gag,6999,54855,http://konect.cc/networks/edit-gagwiki/,http://konect.cc/files/download.tsv.edit-gagwiki.tar.bz2
escorts,Sexual escorts,SX,16730,50632,http://konect.cc/networks/escorts/,http://konect.cc/files/download.tsv.escorts.tar.bz2
edit-cdowiki,Wikipedia edits (cdo),cdo,26047,54524,http://konect.cc/networks/edit-cdowiki/,http://konect.cc/files/download.tsv.edit-cdowiki.tar.bz2
edit-plwikivoyage,Wikivoyage edits (pl),vpl,7735,56019,http://konect.cc/networks/edit-plwikivoyage/,http://konect.cc/files/download.tsv.edit-plwikivoyage.tar.bz2
edit-zhwikibooks,Wikibooks edits (zh),bzh,14125,53881,http://konect.cc/networks/edit-zhwikibooks/,http://konect.cc/files/download.tsv.edit-zhwikibooks.tar.bz2
edit-nlwikisource,Wikiquote edits (nl),qnl,19504,55674,http://konect.cc/networks/edit-nlwikisource/,http://konect.cc/files/download.tsv.edit-nlwikisource.tar.bz2
edit-pflwiki,Wikipedia edits (pfl),pfl,6754,57473,http://konect.cc/networks/edit-pflwiki/,http://konect.cc/files/download.tsv.edit-pflwiki.tar.bz2
edit-avwiki,Wikipedia edits (av),av,9589,57932,http://konect.cc/networks/edit-avwiki/,http://konect.cc/files/download.tsv.edit-avwiki.tar.bz2
edit-elwikinews,Wikinews edits (el),nel,10982,59782,http://konect.cc/networks/edit-elwikinews/,http://konect.cc/files/download.tsv.edit-elwikinews.tar.bz2
edit-smwiktionary,Wiktionary edits (sm),msm,8552,57815,http://konect.cc/networks/edit-smwiktionary/,http://konect.cc/files/download.tsv.edit-smwiktionary.tar.bz2
edit-kabwiki,Wikipedia edits (kab),kab,11662,58677,http://konect.cc/networks/edit-kabwiki/,http://konect.cc/files/download.tsv.edit-kabwiki.tar.bz2
dimacs10-astro-ph,Astrophysics,AP,16046,121251,http://konect.cc/networks/dimacs10-astro-ph/,http://konect.cc/files/download.tsv.dimacs10-astro-ph.tar.bz2
wikipedia_link_vls,Wikipedia links (vls),Wvls,9941,128212,http://konect.cc/networks/wikipedia_link_vls/,http://konect.cc/files/download.tsv.wikipedia_link_vls.tar.bz2
edit-arwikinews,Wikinews edits (ar),nar,25516,58054,http://konect.cc/networks/edit-arwikinews/,http://konect.cc/files/download.tsv.edit-arwikinews.tar.bz2
edit-arwikibooks,Wikibooks edits (ar),bar,32565,58217,http://konect.cc/networks/edit-arwikibooks/,http://konect.cc/files/download.tsv.edit-arwikibooks.tar.bz2
edit-rwwiki,Wikipedia edits (rw),rw,5815,59837,http://konect.cc/networks/edit-rwwiki/,http://konect.cc/files/download.tsv.edit-rwwiki.tar.bz2
edit-bswiktionary,Wiktionary edits (bs),mbs,10882,60663,http://konect.cc/networks/edit-bswiktionary/,http://konect.cc/files/download.tsv.edit-bswiktionary.tar.bz2
edit-papwiki,Wikipedia edits (pap),pap,5341,61014,http://konect.cc/networks/edit-papwiki/,http://konect.cc/files/download.tsv.edit-papwiki.tar.bz2
subelj_jung-j,JUNG/Javax,Dj,6120,138706,http://konect.cc/networks/subelj_jung-j/,http://konect.cc/files/download.tsv.subelj_jung-j.tar.bz2
opsahl-ucsocial,UC Irvine messages,UC,1899,59835,http://konect.cc/networks/opsahl-ucsocial/,http://konect.cc/files/download.tsv.opsahl-ucsocial.tar.bz2
wiki_talk_eu,Wikipedia talk (eu),Teu,40993,58120,http://konect.cc/networks/wiki_talk_eu/,http://konect.cc/files/download.tsv.wiki_talk_eu.tar.bz2
edit-fawikibooks,Wikibooks edits (fa),bfa,16002,59647,http://konect.cc/networks/edit-fawikibooks/,http://konect.cc/files/download.tsv.edit-fawikibooks.tar.bz2
dimacs10-cond-mat-2003,Condensed matter (2003),CM,30460,120029,http://konect.cc/networks/dimacs10-cond-mat-2003/,http://konect.cc/files/download.tsv.dimacs10-cond-mat-2003.tar.bz2
edit-cuwiki,Wikipedia edits (cu),cu,5516,63049,http://konect.cc/networks/edit-cuwiki/,http://konect.cc/files/download.tsv.edit-cuwiki.tar.bz2
edit-klwiki,Wikipedia edits (kl),kl,4880,61687,http://konect.cc/networks/edit-klwiki/,http://konect.cc/files/download.tsv.edit-klwiki.tar.bz2
wikipedia_link_bat_smg,Wikipedia links (bat-smg),Wbat-smg,21900,123807,http://konect.cc/networks/wikipedia_link_bat_smg/,http://konect.cc/files/download.tsv.wikipedia_link_bat_smg.tar.bz2
wiki_talk_gl,Wikipedia talk (gl),Tgl,8097,63809,http://konect.cc/networks/wiki_talk_gl/,http://konect.cc/files/download.tsv.wiki_talk_gl.tar.bz2
edit-ukwikiquote,Wikiquote edits (uk),quk,17478,61669,http://konect.cc/networks/edit-ukwikiquote/,http://konect.cc/files/download.tsv.edit-ukwikiquote.tar.bz2
edit-cowiktionary,Wiktionary edits (co),mco,11470,64859,http://konect.cc/networks/edit-cowiktionary/,http://konect.cc/files/download.tsv.edit-cowiktionary.tar.bz2
edit-thwikisource,Wikiquote edits (th),qth,25654,61174,http://konect.cc/networks/edit-thwikisource/,http://konect.cc/files/download.tsv.edit-thwikisource.tar.bz2
wikipedia_link_nds_nl,Wikipedia links (nds-nl),Wnds-nl,10453,140501,http://konect.cc/networks/wikipedia_link_nds_nl/,http://konect.cc/files/download.tsv.wikipedia_link_nds_nl.tar.bz2
edit-svwikivoyage,Wikivoyage edits (sv),vsv,11151,65410,http://konect.cc/networks/edit-svwikivoyage/,http://konect.cc/files/download.tsv.edit-svwikivoyage.tar.bz2
edit-hawwiki,Wikipedia edits (haw),haw,4784,65031,http://konect.cc/networks/edit-hawwiki/,http://konect.cc/files/download.tsv.edit-hawwiki.tar.bz2
edit-cswikiquote,Wikiquote edits (cs),qcs,12878,64726,http://konect.cc/networks/edit-cswikiquote/,http://konect.cc/files/download.tsv.edit-cswikiquote.tar.bz2
edit-bgwikiquote,Wikiquote edits (bg),qbg,11633,66820,http://konect.cc/networks/edit-bgwikiquote/,http://konect.cc/files/download.tsv.edit-bgwikiquote.tar.bz2
edit-lezwiki,Wikipedia edits (lez),lez,10197,67119,http://konect.cc/networks/edit-lezwiki/,http://konect.cc/files/download.tsv.edit-lezwiki.tar.bz2
edit-sqwiktionary,Wiktionary edits (sq),msq,42932,64908,http://konect.cc/networks/edit-sqwiktionary/,http://konect.cc/files/download.tsv.edit-sqwiktionary.tar.bz2
subelj_jdk,Java Development Kit,DJ,6434,150985,http://konect.cc/networks/subelj_jdk/,http://konect.cc/files/download.tsv.subelj_jdk.tar.bz2
wikipedia_link_myv,Wikipedia links (myv),Wmyv,6293,142571,http://konect.cc/networks/wikipedia_link_myv/,http://konect.cc/files/download.tsv.wikipedia_link_myv.tar.bz2
edit-pswiktionary,Wiktionary edits (ps),mps,28802,66112,http://konect.cc/networks/edit-pswiktionary/,http://konect.cc/files/download.tsv.edit-pswiktionary.tar.bz2
wikipedia_link_gv,Wikipedia links (gv),Wgv,6862,150595,http://konect.cc/networks/wikipedia_link_gv/,http://konect.cc/files/download.tsv.wikipedia_link_gv.tar.bz2
edit-lbwiktionary,Wiktionary edits (lb),mlb,11811,69000,http://konect.cc/networks/edit-lbwiktionary/,http://konect.cc/files/download.tsv.edit-lbwiktionary.tar.bz2
edit-ttwiktionary,Wiktionary edits (tt),mtt,9149,68723,http://konect.cc/networks/edit-ttwiktionary/,http://konect.cc/files/download.tsv.edit-ttwiktionary.tar.bz2
edit-nawiki,Wikipedia edits (na),na,4904,70695,http://konect.cc/networks/edit-nawiki/,http://konect.cc/files/download.tsv.edit-nawiki.tar.bz2
edit-hywikiquote,Wikiquote edits (hy),qhy,8674,70203,http://konect.cc/networks/edit-hywikiquote/,http://konect.cc/files/download.tsv.edit-hywikiquote.tar.bz2
wikipedia_link_tk,Wikipedia links (tk),Wtk,6138,167810,http://konect.cc/networks/wikipedia_link_tk/,http://konect.cc/files/download.tsv.wikipedia_link_tk.tar.bz2
edit-skwikiquote,Wikiquote edits (sk),qsk,8005,71775,http://konect.cc/networks/edit-skwikiquote/,http://konect.cc/files/download.tsv.edit-skwikiquote.tar.bz2
edit-cswikiversity,Wikiversity edits (cs),ycs,11266,71820,http://konect.cc/networks/edit-cswikiversity/,http://konect.cc/files/download.tsv.edit-cswikiversity.tar.bz2
foldoc,FOLDOC,FO,13356,125207,http://konect.cc/networks/foldoc/,http://konect.cc/files/download.tsv.foldoc.tar.bz2
edit-guwikisource,Wikiquote edits (gu),qgu,16580,69559,http://konect.cc/networks/edit-guwikisource/,http://konect.cc/files/download.tsv.edit-guwikisource.tar.bz2
edit-xalwiki,Wikipedia edits (xal),xal,10532,71329,http://konect.cc/networks/edit-xalwiki/,http://konect.cc/files/download.tsv.edit-xalwiki.tar.bz2
reactome,Reactome,RC,6327,147547,http://konect.cc/networks/reactome/,http://konect.cc/files/download.tsv.reactome.tar.bz2
edit-sdwiki,Wikipedia edits (sd),sd,25887,70629,http://konect.cc/networks/edit-sdwiki/,http://konect.cc/files/download.tsv.edit-sdwiki.tar.bz2
edit-lrcwiki,Wikipedia edits (lrc),lrc,8945,74313,http://konect.cc/networks/edit-lrcwiki/,http://konect.cc/files/download.tsv.edit-lrcwiki.tar.bz2
chess,Chess,CH,7301,65053,http://konect.cc/networks/chess/,http://konect.cc/files/download.tsv.chess.tar.bz2
edit-tpiwiki,Wikipedia edits (tpi),tpi,7452,74091,http://konect.cc/networks/edit-tpiwiki/,http://konect.cc/files/download.tsv.edit-tpiwiki.tar.bz2
edit-jawikisource,Wikiquote edits (ja),qja,21208,71279,http://konect.cc/networks/edit-jawikisource/,http://konect.cc/files/download.tsv.edit-jawikisource.tar.bz2
edit-aywiki,Wikipedia edits (ay),ay,8649,74029,http://konect.cc/networks/edit-aywiki/,http://konect.cc/files/download.tsv.edit-aywiki.tar.bz2
edit-lawikisource,Wikiquote edits (la),qla,24998,72730,http://konect.cc/networks/edit-lawikisource/,http://konect.cc/files/download.tsv.edit-lawikisource.tar.bz2
edit-fawikisource,Wikiquote edits (fa),qfa,31993,71196,http://konect.cc/networks/edit-fawikisource/,http://konect.cc/files/download.tsv.edit-fawikisource.tar.bz2
edit-nnwiktionary,Wiktionary edits (nn),mnn,13925,74531,http://konect.cc/networks/edit-nnwiktionary/,http://konect.cc/files/download.tsv.edit-nnwiktionary.tar.bz2
edit-zhwikivoyage,Wikivoyage edits (zh),vzh,11867,74980,http://konect.cc/networks/edit-zhwikivoyage/,http://konect.cc/files/download.tsv.edit-zhwikivoyage.tar.bz2
edit-jawikibooks,Wikibooks edits (ja),bja,21611,72250,http://konect.cc/networks/edit-jawikibooks/,http://konect.cc/files/download.tsv.edit-jawikibooks.tar.bz2
wikipedia_link_csb,Wikipedia links (csb),Wcsb,5561,191255,http://konect.cc/networks/wikipedia_link_csb/,http://konect.cc/files/download.tsv.wikipedia_link_csb.tar.bz2
edit-knwikisource,Wikiquote edits (kn),qkn,28603,71811,http://konect.cc/networks/edit-knwikisource/,http://konect.cc/files/download.tsv.edit-knwikisource.tar.bz2
wiki_talk_lv,Wikipedia talk (lv),Tlv,41424,73900,http://konect.cc/networks/wiki_talk_lv/,http://konect.cc/files/download.tsv.wiki_talk_lv.tar.bz2
librec-ciaodvd-movie_ratings,CiaoDVD movie ratings,CM,33736,72665,http://konect.cc/networks/librec-ciaodvd-movie_ratings/,http://konect.cc/files/download.tsv.librec-ciaodvd-movie_ratings.tar.bz2
wikipedia_link_crh,Wikipedia links (crh),Wcrh,8286,175470,http://konect.cc/networks/wikipedia_link_crh/,http://konect.cc/files/download.tsv.wikipedia_link_crh.tar.bz2
edit-lvwiktionary,Wiktionary edits (lv),mlv,14166,79460,http://konect.cc/networks/edit-lvwiktionary/,http://konect.cc/files/download.tsv.edit-lvwiktionary.tar.bz2
edit-kawiktionary,Wiktionary edits (ka),mka,11715,80547,http://konect.cc/networks/edit-kawiktionary/,http://konect.cc/files/download.tsv.edit-kawiktionary.tar.bz2
wikipedia_link_wa,Wikipedia links (wa),Wwa,29021,162508,http://konect.cc/networks/wikipedia_link_wa/,http://konect.cc/files/download.tsv.wikipedia_link_wa.tar.bz2
edit-ptwikiversity,Wikiversity edits (pt),ypt,17579,77059,http://konect.cc/networks/edit-ptwikiversity/,http://konect.cc/files/download.tsv.edit-ptwikiversity.tar.bz2
p2p-Gnutella31,Gnutella (31),GN,62586,147892,http://konect.cc/networks/p2p-Gnutella31/,http://konect.cc/files/download.tsv.p2p-Gnutella31.tar.bz2
wikipedia_link_co,Wikipedia links (co),Wco,8252,177420,http://konect.cc/networks/wikipedia_link_co/,http://konect.cc/files/download.tsv.wikipedia_link_co.tar.bz2
wikipedia_link_gan,Wikipedia links (gan),Wgan,9189,176051,http://konect.cc/networks/wikipedia_link_gan/,http://konect.cc/files/download.tsv.wikipedia_link_gan.tar.bz2
radoslaw_email,Manufacturing emails,RA,167,82927,http://konect.cc/networks/radoslaw_email/,http://konect.cc/files/download.tsv.radoslaw_email.tar.bz2
wikipedia_link_nah,Wikipedia links (nah),Wnah,10285,180916,http://konect.cc/networks/wikipedia_link_nah/,http://konect.cc/files/download.tsv.wikipedia_link_nah.tar.bz2
wikipedia_link_rue,Wikipedia links (rue),Wrue,7621,178842,http://konect.cc/networks/wikipedia_link_rue/,http://konect.cc/files/download.tsv.wikipedia_link_rue.tar.bz2
edit-arcwiki,Wikipedia edits (arc),arc,6846,84862,http://konect.cc/networks/edit-arcwiki/,http://konect.cc/files/download.tsv.edit-arcwiki.tar.bz2
edit-tgwiktionary,Wiktionary edits (tg),mtg,33968,81516,http://konect.cc/networks/edit-tgwiktionary/,http://konect.cc/files/download.tsv.edit-tgwiktionary.tar.bz2
edit-huwikisource,Wikiquote edits (hu),qhu,36229,82236,http://konect.cc/networks/edit-huwikisource/,http://konect.cc/files/download.tsv.edit-huwikisource.tar.bz2
edit-fiwikibooks,Wikibooks edits (fi),bfi,11769,82866,http://konect.cc/networks/edit-fiwikibooks/,http://konect.cc/files/download.tsv.edit-fiwikibooks.tar.bz2
edit-cawikiquote,Wikiquote edits (ca),qca,10263,84728,http://konect.cc/networks/edit-cawikiquote/,http://konect.cc/files/download.tsv.edit-cawikiquote.tar.bz2
edit-mwlwiki,Wikipedia edits (mwl),mwl,10175,85777,http://konect.cc/networks/edit-mwlwiki/,http://konect.cc/files/download.tsv.edit-mwlwiki.tar.bz2
dbpedia-writer,Writers,WR,135569,144340,http://konect.cc/networks/dbpedia-writer/,http://konect.cc/files/download.tsv.dbpedia-writer.tar.bz2
edit-eswikiversity,Wikiversity edits (es),yes,16270,82011,http://konect.cc/networks/edit-eswikiversity/,http://konect.cc/files/download.tsv.edit-eswikiversity.tar.bz2
edit-ukwikisource,Wikiquote edits (uk),quk,36071,82153,http://konect.cc/networks/edit-ukwikisource/,http://konect.cc/files/download.tsv.edit-ukwikisource.tar.bz2
edit-elwikisource,Wikiquote edits (el),qel,23281,84615,http://konect.cc/networks/edit-elwikisource/,http://konect.cc/files/download.tsv.edit-elwikisource.tar.bz2
edit-myvwiki,Wikipedia edits (myv),myv,9885,87120,http://konect.cc/networks/edit-myvwiki/,http://konect.cc/files/download.tsv.edit-myvwiki.tar.bz2
cfinder-google,Google.com internal,GC,15763,171206,http://konect.cc/networks/cfinder-google/,http://konect.cc/files/download.tsv.cfinder-google.tar.bz2
edit-fawikivoyage,Wikivoyage edits (fa),vfa,20349,85549,http://konect.cc/networks/edit-fawikivoyage/,http://konect.cc/files/download.tsv.edit-fawikivoyage.tar.bz2
edit-pdcwiki,Wikipedia edits (pdc),pdc,6592,87558,http://konect.cc/networks/edit-pdcwiki/,http://konect.cc/files/download.tsv.edit-pdcwiki.tar.bz2
edit-vepwiki,Wikipedia edits (vep),vep,17107,87803,http://konect.cc/networks/edit-vepwiki/,http://konect.cc/files/download.tsv.edit-vepwiki.tar.bz2
edit-wowiki,Wikipedia edits (wo),wo,5292,88797,http://konect.cc/networks/edit-wowiki/,http://konect.cc/files/download.tsv.edit-wowiki.tar.bz2
edit-kkwiktionary,Wiktionary edits (kk),mkk,8546,88160,http://konect.cc/networks/edit-kkwiktionary/,http://konect.cc/files/download.tsv.edit-kkwiktionary.tar.bz2
edit-rowikisource,Wikiquote edits (ro),qro,32494,87102,http://konect.cc/networks/edit-rowikisource/,http://konect.cc/files/download.tsv.edit-rowikisource.tar.bz2
edit-acewiki,Wikipedia edits (ace),ace,12844,89021,http://konect.cc/networks/edit-acewiki/,http://konect.cc/files/download.tsv.edit-acewiki.tar.bz2
edit-hewikiquote,Wikiquote edits (he),qhe,12989,87673,http://konect.cc/networks/edit-hewikiquote/,http://konect.cc/files/download.tsv.edit-hewikiquote.tar.bz2
edit-mrjwiki,Wikipedia edits (mrj),mrj,15123,88622,http://konect.cc/networks/edit-mrjwiki/,http://konect.cc/files/download.tsv.edit-mrjwiki.tar.bz2
wikipedia_link_lez,Wikipedia links (lez),Wlez,5171,204133,http://konect.cc/networks/wikipedia_link_lez/,http://konect.cc/files/download.tsv.wikipedia_link_lez.tar.bz2
edit-fiwikisource,Wikiquote edits (fi),qfi,15676,93388,http://konect.cc/networks/edit-fiwikisource/,http://konect.cc/files/download.tsv.edit-fiwikisource.tar.bz2
edit-gnwiki,Wikipedia edits (gn),gn,8568,91541,http://konect.cc/networks/edit-gnwiki/,http://konect.cc/files/download.tsv.edit-gnwiki.tar.bz2
edit-piwiki,Wikipedia edits (pi),pi,4912,91685,http://konect.cc/networks/edit-piwiki/,http://konect.cc/files/download.tsv.edit-piwiki.tar.bz2
wikipedia_link_dv,Wikipedia links (dv),Wdv,4266,206809,http://konect.cc/networks/wikipedia_link_dv/,http://konect.cc/files/download.tsv.wikipedia_link_dv.tar.bz2
edit-kmwiktionary,Wiktionary edits (km),mkm,41220,88652,http://konect.cc/networks/edit-kmwiktionary/,http://konect.cc/files/download.tsv.edit-kmwiktionary.tar.bz2
dimacs10-cond-mat-2005,Condensed matter (2005),CM2,39577,175691,http://konect.cc/networks/dimacs10-cond-mat-2005/,http://konect.cc/files/download.tsv.dimacs10-cond-mat-2005.tar.bz2
edit-ruwikibooks,Wikibooks edits (ru),bru,16447,88077,http://konect.cc/networks/edit-ruwikibooks/,http://konect.cc/files/download.tsv.edit-ruwikibooks.tar.bz2
edit-mswiktionary,Wiktionary edits (ms),mms,9234,98528,http://konect.cc/networks/edit-mswiktionary/,http://konect.cc/files/download.tsv.edit-mswiktionary.tar.bz2
edit-cawikisource,Wikiquote edits (ca),qca,38382,91702,http://konect.cc/networks/edit-cawikisource/,http://konect.cc/files/download.tsv.edit-cawikisource.tar.bz2
edit-ptwikivoyage,Wikivoyage edits (pt),vpt,8759,94059,http://konect.cc/networks/edit-ptwikivoyage/,http://konect.cc/files/download.tsv.edit-ptwikivoyage.tar.bz2
edit-ruewiki,Wikipedia edits (rue),rue,11377,94459,http://konect.cc/networks/edit-ruewiki/,http://konect.cc/files/download.tsv.edit-ruewiki.tar.bz2
edit-eswikivoyage,Wikivoyage edits (es),ves,11473,93003,http://konect.cc/networks/edit-eswikivoyage/,http://konect.cc/files/download.tsv.edit-eswikivoyage.tar.bz2
